/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_BOOK_02045.wav|ब्राझील उच्चभूमीच्या पूर्वभागात हे पाणलोट क्षेत्र आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_FINA_02726.wav|उर्वरित रकमेसाठी व्याजाने रक्कम घेऊ इच्छिणाऱ्या संस्थांना कर्ज देण्यासाठी महाराष्ट्र ग्रामीण बंक आणि विदर्भ ग्रामीण बंकेने पुढाकार घ्यावा, असे जानकर यांनी बंकेच्या अधिकाऱ्यांना यावेळी सांगितले.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_BOOK_02987.wav|रंगून, पेगू, प्रोम ही ठिकाणे इंग्रजांनी जिंकून घेतली.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_AGRI_03054.wav|बांबू हस्तशिल्प, बांबू अलंकार, बांबू गृहनिर्माण, बांबू लागवड या विषयात लक्षणीय कार्य केले आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_FINA_01334.wav|पुढील हंगामासाठी केंद्र शासनाने धान्याची आधारभूत किंमत निश्चित केली आहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_WEAT_01161.wav|येत्या आठवड्यात हे विनोदवीर 'अग्गंबाई सासूबाई' या मालिकेवर आधारित एक विनोदी स्किट सादर करणार आहेत.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_FINA_02398.wav|उच्च शिक्षणातील अनुदान कमी करण्यात येणार असून ते कमी झाल्यानंतर संबंधित संस्थांना कर्ज उभं करावे लागणार अहे.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_WEAT_01468.wav|शनिवारी भोपाळमध्ये स्पोर्ट्स ओथॉरिटी ओफ इंडियाच्या कंपसमध्ये सेल्फी घेत असताना तिचा तोल गेल्याने फिश हार्वेस्टिंग प्लांटमध्ये पडली.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_BOOK_00395.wav|भूमिज शैलीत क्रमशः लहान होत जाणाऱ्या शिखरांच्या प्रतिकृती वरपर्यंत रचलेल्या असतात.
/root/f5-tts-marathi/datasets/syspin_marathi_female/extracted/IISc_SYSPIN_Data/IISc_SYSPINProject_Marathi_Female_Spk001_HC/wav/IISc_SYSPINProject_mr_f_BOOK_00188.wav|भारताच्या सांस्कृतिक आणि राजकीय घडणीत दलित वर्गाचा मोठा वाटा आह.
